SchoolName,Latitude,Longitude,City,CommunitySchool,EconomicNeedIndex,SchoolIncomeEstimate,PercentELL,PercentAsian,PercentBlack,PercentHispanic,PercentBlackHispanic,PercentWhite,StudentAttendanceRate,PercentofStudentsChronicallyAbsent,RigorousInstruction,CollaborativeTeachers,SupportiveEnvironment,EffectiveSchoolLeadership,StrongFamilyCommunityTies,Trust,AverageELAProficiency,Grade3ELAAllStudentsTested,Grade3ELA4sAllStudents,Grade3ELA4sAmericanIndianorAlaskaNative,Grade3ELA4sBlackorAfricanAmerican,Grade3ELA4sHispanicorLatino,Grade3ELA4sAsianorPacificIslander,Grade3ELA4sWhite,Grade3ELA4sMultiracial,Grade3ELA4sLimitedEnglishProficient,Grade3ELA4sEconomicallyDisadvantaged,Grade3MathAllStudentstested,Grade3Math4sAllStudents,Grade3Math4sAmericanIndianorAlaskaNative,Grade3Math4sBlackorAfricanAmerican,Grade3Math4sHispanicorLatino,Grade3Math4sAsianorPacificIslander,Grade3Math4sWhite,Grade3Math4sMultiracial,Grade3Math4sLimitedEnglishProficient,Grade3Math4sEconomicallyDisadvantaged,Grade4ELAAllStudentsTested,Grade4ELA4sAllStudents,Grade4ELA4sAmericanIndianorAlaskaNative,Grade4ELA4sBlackorAfricanAmerican,Grade4ELA4sHispanicorLatino,Grade4ELA4sAsianorPacificIslander,Grade4ELA4sWhite,Grade4ELA4sMultiracial,Grade4ELA4sLimitedEnglishProficient,Grade4ELA4sEconomicallyDisadvantaged,Grade4MathAllStudentsTested,Grade4Math4sAllStudents,Grade4Math4sAmericanIndianorAlaskaNative,Grade4Math4sBlackorAfricanAmerican,Grade4Math4sHispanicorLatino,Grade4Math4sAsianorPacificIslander,Grade4Math4sWhite,Grade4Math4sMultiracial,Grade4Math4sLimitedEnglishProficient,Grade4Math4sEconomicallyDisadvantaged,Grade5ELAAllStudentsTested,Grade5ELA4sAllStudents,Grade5ELA4sAmericanIndianorAlaskaNative,Grade5ELA4sBlackorAfricanAmerican,Grade5ELA4sHispanicorLatino,Grade5ELA4sAsianorPacificIslander,Grade5ELA4sWhite,Grade5ELA4sMultiracial,Grade5ELA4sLimitedEnglishProficient,Grade5ELA4sEconomicallyDisadvantaged,Grade5MathAllStudentsTested,Grade5Math4sAllStudents,Grade5Math4sAmericanIndianorAlaskaNative,Grade5Math4sBlackorAfricanAmerican,Grade5Math4sHispanicorLatino,Grade5Math4sAsianorPacificIslander,Grade5Math4sWhite,Grade5Math4sMultiracial,Grade5Math4sLimitedEnglishProficient,Grade5Math4sEconomicallyDisadvantaged,Grade6ELAAllStudentsTested,Grade6ELA4sAllStudents,Grade6ELA4sAmericanIndianorAlaskaNative,Grade6ELA4sBlackorAfricanAmerican,Grade6ELA4sHispanicorLatino,Grade6ELA4sAsianorPacificIslander,Grade6ELA4sWhite,Grade6ELA4sMultiracial,Grade6ELA4sLimitedEnglishProficient,Grade6ELA4sEconomicallyDisadvantaged,Grade6MathAllStudentsTested,Grade6Math4sAllStudents,Grade6Math4sAmericanIndianorAlaskaNative,Grade6Math4sBlackorAfricanAmerican,Grade6Math4sHispanicorLatino,Grade6Math4sAsianorPacificIslander,Grade6Math4sWhite,Grade6Math4sMultiracial,Grade6Math4sLimitedEnglishProficient,Grade6Math4sEconomicallyDisadvantaged,Grade7ELAAllStudentsTested,Grade7ELA4sAllStudents,Grade7ELA4sAmericanIndianorAlaskaNative,Grade7ELA4sBlackorAfricanAmerican,Grade7ELA4sHispanicorLatino,Grade7ELA4sAsianorPacificIslander,Grade7ELA4sWhite,Grade7ELA4sMultiracial,Grade7ELA4sLimitedEnglishProficient,Grade7ELA4sEconomicallyDisadvantaged,Grade7MathAllStudentsTested,Grade7Math4sAllStudents,Grade7Math4sAmericanIndianorAlaskaNative,Grade7Math4sBlackorAfricanAmerican,Grade7Math4sHispanicorLatino,Grade7Math4sAsianorPacificIslander,Grade7Math4sWhite,Grade7Math4sMultiracial,Grade7Math4sLimitedEnglishProficient,Grade7Math4sEconomicallyDisadvantaged,Grade8ELAAllStudentsTested,Grade8ELA4sAllStudents,Grade8ELA4sAmericanIndianorAlaskaNative,Grade8ELA4sBlackorAfricanAmerican,Grade8ELA4sHispanicorLatino,Grade8ELA4sAsianorPacificIslander,Grade8ELA4sWhite,Grade8ELA4sMultiracial,Grade8ELA4sLimitedEnglishProficient,Grade8ELA4sEconomicallyDisadvantaged,Grade8MathAllStudentsTested,Grade8Math4sAllStudents,Grade8Math4sAmericanIndianorAlaskaNative,Grade8Math4sBlackorAfricanAmerican,Grade8Math4sHispanicorLatino,Grade8Math4sAsianorPacificIslander,Grade8Math4sWhite,Grade8Math4sMultiracial,Grade8Math4sLimitedEnglishProficient,Grade8Math4sEconomicallyDisadvantaged
P.S. 028 MOUNT HOPE,40.848338,-73.903702,BRONX,No,0.922,255.3254,0.32,0.01,0.18,0.81,0.98,0.01,0.91,0.33,0.9,0.8,0.89,0.5,0.93,0.62,2.28,98,2,0,0,2,0,0,0,0,0,98,14,0,0,10,0,0,0,0,0,119,10,0,0,7,0,0,0,0,10,122,17,0,0,12,0,0,0,1,17,100,8,0,0,8,0,0,0,0,8,107,7,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 035 FRANZ SIEGEL,40.82761,-73.91809,BRONX,No,0.834,277.6612,0.25,0.01,0.29,0.68,0.97,0.01,0.93,0.23,0.89,0.87,0.86,0.76,0.81,0.92,2.28,119,3,0,0,0,0,0,0,0,3,126,5,0,4,1,0,0,0,0,5,114,5,0,0,3,0,0,0,0,0,118,7,0,0,6,0,0,0,0,0,107,3,0,0,1,0,0,0,0,2,111,7,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 042 CLAREMONT,40.838559,-73.903026,BRONX,Yes,0.935,242.4923,0.16,0,0.41,0.56,0.97,0.02,0.9,0.37,0.88,0.91,0.86,0.88,0.9,0.93,2.18,70,1,0,0,0,0,0,0,0,0,74,1,0,0,1,0,0,0,0,0,64,5,0,0,3,0,0,0,0,0,65,5,0,0,3,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,66,4,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 053 BASHEER QUISIM,40.832774,-73.911831,BRONX,No,0.919,239.9498,0.25,0.01,0.33,0.64,0.97,0.02,0.9,0.42,0.91,0.88,0.92,0.81,0.8,0.88,2.42,186,7,0,3,4,0,0,0,0,5,192,31,0,10,21,0,0,0,2,24,177,24,0,10,13,0,0,0,0,18,183,37,0,12,24,0,0,0,3,33,189,24,0,11,12,0,0,0,1,20,198,10,0,4,6,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 055 BENJAMIN FRANKLIN,40.835973,-73.904838,BRONX,Yes,0.939,194.4565,0.11,0,0.47,0.52,0.99,0,0.92,0.28,0.86,0.78,0.83,0.74,0.81,0.9,2.04,105,1,0,1,0,0,0,0,0,1,105,4,0,3,0,0,0,0,0,4,119,1,0,1,0,0,0,0,0,1,117,0,0,0,0,0,0,0,0,0,102,1,0,0,1,0,0,0,0,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 058,40.846275,-73.898878,BRONX,No,0.91,254.162,0.2,0,0.26,0.71,0.97,0.01,0.9,0.43,0.87,0.79,0.86,0.69,0.79,0.8,2.17,81,0,0,0,0,0,0,0,0,0,89,5,0,0,5,0,0,0,0,4,65,1,0,0,1,0,0,0,0,1,69,1,0,0,1,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,59,3,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 063 AUTHOR'S ACADEMY,40.830895,-73.902386,BRONX,No,0.89,257.7281,0.19,0,0.36,0.61,0.97,0.03,0.9,0.39,0.96,0.94,0.94,0.88,0.86,0.95,2.55,107,2,0,0,1,0,0,0,1,0,113,10,0,0,9,0,0,0,0,0,73,13,0,0,7,0,0,0,0,0,74,22,0,0,13,0,0,0,0,0,81,6,0,0,6,0,0,0,0,0,92,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 070 MAX SCHOENFELD,40.844394,-73.908023,BRONX,No,0.916,281.9058,0.25,0.01,0.25,0.74,0.98,0.01,0.91,0.37,0.88,0.87,0.84,0.82,0.82,0.9,2.1,208,1,0,0,1,0,0,0,0,0,217,15,0,0,14,0,0,0,0,0,225,10,0,2,6,0,0,0,0,0,232,10,0,0,9,0,0,0,3,0,215,3,0,1,2,0,0,0,0,0,222,4,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 073 BRONX,40.83262,-73.926485,BRONX,No,0.891,225.8013,0.22,0,0.25,0.74,0.99,0.01,0.9,0.41,0.85,0.82,0.82,0.68,0.83,0.83,2.07,125,0,0,0,0,0,0,0,0,0,123,1,0,0,1,0,0,0,1,1,105,0,0,0,0,0,0,0,0,0,110,1,0,0,0,0,0,0,0,1,111,3,0,0,2,0,0,0,0,3,112,5,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 109 SEDGWICK,40.851637,-73.918772,BRONX,No,0.874,263.9705,0.25,0,0.2,0.8,0.99,0.01,0.91,0.32,0.79,0.69,0.73,0.57,0.79,0.77,2.19,115,4,0,0,3,0,0,0,0,0,117,5,0,0,5,0,0,0,1,0,115,6,0,0,4,0,0,0,0,0,113,4,0,0,2,0,0,0,0,3,121,1,0,0,1,0,0,0,0,1,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 110 THEODORE SCHOENFELD,40.834973,-73.900304,BRONX,No,0.91,216.8993,0.12,0,0.42,0.52,0.95,0.05,0.93,0.25,0.83,0.83,0.82,0.68,0.82,0.86,2.33,55,2,0,0,2,0,0,0,0,0,58,6,0,0,0,0,0,0,0,0,64,4,0,0,3,0,0,0,0,4,66,5,0,0,3,0,0,0,0,5,69,0,0,0,0,0,0,0,0,0,72,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. X114 - LUIS LLORENS TORRES SCHOOLS,40.835007,-73.923347,BRONX,No,0.904,268.2306,0.33,0.04,0.22,0.71,0.93,0.02,0.92,0.31,0.95,0.93,0.95,0.86,0.83,0.93,2.07,125,0,0,0,0,0,0,0,0,0,130,9,0,6,2,0,0,0,0,0,132,6,0,0,5,0,0,0,0,0,142,1,0,0,0,0,0,0,0,0,129,5,0,1,3,0,0,0,0,0,136,7,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 126 DR MARJORIE H DUNBAR,40.836201,-73.928346,BRONX,No,0.91,227.0133,0.22,0.01,0.26,0.71,0.97,0.02,0.91,0.36,0.89,0.79,0.85,0.7,0.79,0.79,2.27,87,2,0,1,1,0,0,0,0,0,89,4,0,1,3,0,0,0,1,0,96,3,0,0,3,0,0,0,0,0,99,5,0,0,4,0,0,0,0,0,100,8,0,0,3,0,0,0,0,8,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 132 GARRET A. MORGAN,40.832081,-73.906951,BRONX,No,0.928,227.0297,0.13,0,0.44,0.54,0.98,0,0.89,0.44,0.95,0.76,0.71,0.6,0.75,0.74,2.07,73,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,71,2,0,0,2,0,0,0,0,2,72,1,0,0,1,0,0,0,0,1,59,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 163 ARTHUR A. SCHOMBURG,40.851773,-73.898794,BRONX,No,0.928,255.3474,0.32,0.01,0.37,0.6,0.97,0.01,0.93,0.26,0.77,0.55,0.69,0.48,0.78,0.67,2.3,75,0,0,0,0,0,0,0,0,0,81,2,0,0,1,0,0,0,0,2,86,5,0,0,2,0,0,0,0,0,91,1,0,0,0,0,0,0,0,0,86,9,0,0,7,0,0,0,0,0,89,8,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 199X - THE SHAKESPEARE SCHOOL,40.843553,-73.920665,BRONX,No,0.901,266.3437,0.29,0,0.3,0.67,0.97,0.01,0.91,0.34,0.87,0.79,0.87,0.69,0.82,0.82,2.21,125,1,0,0,1,0,0,0,0,0,124,8,0,1,7,0,0,0,0,0,123,6,0,0,4,0,0,0,0,6,127,9,0,0,6,0,0,0,0,8,122,2,0,0,0,0,0,0,0,0,126,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 204 MORRIS HEIGHTS,40.849995,-73.915226,BRONX,No,0.865,218.7,0.1,0.01,0.29,0.67,0.96,0.02,0.94,0.18,0.89,0.95,0.92,0.89,0.87,0.98,2.46,123,14,0,4,8,0,0,0,0,7,123,30,0,10,16,0,0,0,0,16,72,11,0,0,9,0,0,0,0,6,74,10,0,0,8,0,0,0,0,7,87,7,0,0,4,0,0,0,0,5,91,14,0,0,9,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,40.835694,-73.919663,BRONX,No,0.861,259.1964,0.31,0.04,0.05,0.89,0.94,0.01,0.94,0.18,0.89,0.84,0.89,0.76,0.82,0.88,2.45,112,2,0,0,2,0,0,0,0,1,112,9,0,1,8,0,0,0,1,6,113,6,0,0,3,2,0,0,0,6,113,10,0,0,7,2,0,0,0,10,106,4,0,0,4,0,0,0,0,1,107,7,0,0,6,0,0,0,0,2,94,8,0,0,7,0,0,0,0,6,94,6,0,0,5,0,0,0,0,4,86,2,0,0,1,0,0,0,0,2,86,6,0,0,4,0,0,0,0,6,88,7,0,0,6,0,0,0,0,4,57,1,0,0,1,0,0,0,0,0
P.S. 236 LANGSTON HUGHES,40.848826,-73.909699,BRONX,No,0.882,269.5839,0.12,0,0.29,0.68,0.98,0.02,0.93,0.2,0.93,0.93,0.92,0.85,0.87,0.93,2.19,23,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,73,6,0,2,4,0,0,0,0,6,73,8,0,1,7,0,0,0,0,8,60,2,0,0,1,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THE FAMILY SCHOOL,40.832033,-73.917519,BRONX,No,0.898,279.703,0.32,0.04,0.28,0.66,0.94,0.01,0.92,0.31,0.95,0.93,0.9,0.82,0.83,0.94,2.24,82,0,0,0,0,0,0,0,0,0,85,2,0,0,2,0,0,0,0,2,70,2,0,0,1,0,0,0,0,0,75,10,0,1,6,0,0,0,1,0,78,1,0,0,1,0,0,0,0,1,82,3,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRANT AVENUE ELEMENTARY SCHOOL,40.828111,-73.917661,BRONX,No,0.876,263.7044,0.22,0.05,0.3,0.62,0.92,0.01,0.93,0.24,0.93,0.9,0.88,0.89,0.9,0.94,2.1,64,1,0,0,1,0,0,0,0,0,69,4,0,0,3,0,0,0,0,0,62,3,0,1,1,0,0,0,0,0,63,3,0,1,1,0,0,0,0,0,60,2,0,0,1,0,0,0,0,0,62,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHERIDAN ACADEMY FOR YOUNG LEADERS,40.832033,-73.917519,BRONX,No,0.909,303.0035,0.19,0.01,0.3,0.67,0.97,0.01,0.91,0.38,0.9,0.92,0.84,0.81,0.87,0.92,2.14,102,0,0,0,0,0,0,0,0,0,103,9,0,0,6,0,0,0,0,9,91,2,0,0,2,0,0,0,0,2,93,9,0,3,6,0,0,0,0,9,89,3,0,1,2,0,0,0,0,3,89,3,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 3 RAUL JULIA MICRO SOCIETY,40.850163,-73.891656,BRONX,No,0.864,255.4448,0.1,0.02,0.29,0.68,0.97,0,0.91,0.37,0.97,0.9,0.87,0.83,0.83,0.91,2.35,30,1,0,0,0,0,0,0,0,0,30,4,0,0,2,0,0,0,0,0,25,1,0,0,1,0,0,0,0,0,25,4,0,2,2,0,0,0,0,0,20,2,0,1,1,0,0,0,0,2,20,1,0,1,0,0,0,0,0,1,36,3,0,0,0,0,0,0,0,0,36,3,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,24,1,0,0,1,0,0,0,0,0,40,3,0,0,2,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0
MILTON FEIN SCHOOL,40.881668,-73.905862,BRONX,No,0.746,412.2311,0.2,0.05,0.06,0.79,0.85,0.09,0.96,0.05,0.97,0.97,0.98,0.92,0.88,0.99,2.63,160,24,0,3,14,0,3,0,0,16,162,51,0,6,35,0,5,0,1,38,153,49,0,8,25,0,7,0,0,37,158,57,0,9,32,0,8,0,1,43,150,27,0,7,13,0,3,0,0,21,156,33,0,6,13,0,6,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 008 ISAAC VARIAN,40.872553,-73.883365,BRONX,No,0.8,336.0134,0.25,0.05,0.11,0.77,0.88,0.07,0.93,0.29,0.89,0.9,0.93,0.8,0.79,0.92,2.43,173,4,0,1,2,0,0,0,0,3,177,20,0,1,15,0,2,0,1,18,195,13,0,0,10,0,1,0,0,12,196,23,0,2,13,4,0,0,2,23,132,7,0,0,4,2,1,0,0,7,134,12,0,1,6,2,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,40.856803,-73.898907,BRONX,No,0.923,265.168,0.27,0.01,0.16,0.8,0.96,0.01,0.9,0.4,0.91,0.87,0.88,0.71,0.83,0.88,2.16,133,5,0,3,2,0,0,0,0,4,132,13,0,3,9,0,0,0,0,11,134,8,0,0,7,0,0,0,0,7,136,11,0,0,7,0,0,0,0,10,118,3,0,0,3,0,0,0,0,3,120,4,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,40.859165,-73.909733,BRONX,No,0.852,287.7966,0.07,0.01,0.13,0.85,0.98,0,0.95,0.16,0.86,0.86,0.85,0.79,0.84,0.91,2.57,54,1,0,0,1,0,0,0,0,1,54,7,0,0,6,0,0,0,0,5,53,7,0,0,7,0,0,0,0,3,53,11,0,2,9,0,0,0,0,5,48,5,0,1,4,0,0,0,0,4,48,12,0,1,11,0,0,0,0,6,62,5,0,0,4,0,0,0,0,2,62,12,0,0,10,0,0,0,0,6,62,9,0,0,9,0,0,0,0,5,62,5,0,0,5,0,0,0,0,2,52,8,0,1,7,0,0,0,0,5,52,15,0,2,13,0,0,0,0,10
"P.S./M.S. 20 P.O.GEORGE J. WERDANN, III",40.869618,-73.879012,BRONX,No,0.806,341.556,0.19,0.09,0.08,0.73,0.82,0.08,0.92,0.29,0.88,0.82,0.84,0.69,0.75,0.85,2.32,128,0,0,0,0,0,0,0,0,0,129,6,2,0,2,2,0,0,0,6,121,4,0,0,3,1,0,0,0,0,127,1,0,0,1,0,0,0,0,0,137,11,0,0,8,1,1,0,0,9,142,1,0,0,0,1,0,0,0,1,120,7,0,0,4,3,0,0,0,6,122,6,0,0,2,3,0,0,0,6,80,5,0,0,1,0,1,0,0,0,79,2,0,0,0,0,2,0,0,0,87,4,0,0,3,0,1,0,0,0,85,5,0,0,2,0,0,0,0,0
P.S. 023 THE NEW CHILDREN'S SCHOOL,40.85336,-73.894798,BRONX,No,0.905,249.6663,0.13,0,0.37,0.62,0.99,0.01,0.91,0.34,0.79,0.89,0.82,0.78,0.81,0.91,2.13,83,1,0,1,0,0,0,0,0,1,85,7,0,2,5,0,0,0,0,7,71,1,0,0,1,0,0,0,0,1,73,4,0,2,2,0,0,0,0,4,87,2,0,0,0,0,0,0,0,2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 024 SPUYTEN DUYVIL,40.887662,-73.91357,BRONX,No,0.227,813.2051,0.03,0.09,0.06,0.42,0.48,0.39,0.94,0.13,0.82,0.71,0.86,0.57,0.85,0.77,2.87,156,30,0,0,7,7,15,1,0,2,156,55,0,0,16,9,28,2,0,7,157,36,0,0,11,3,18,0,0,6,155,47,0,0,13,5,23,0,0,4,122,29,0,0,3,5,18,0,0,6,122,39,0,0,7,10,20,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 032 BELMONT,40.852095,-73.885739,BRONX,No,0.925,227.3712,0.13,0.01,0.25,0.71,0.96,0.03,0.93,0.28,0.97,0.96,0.96,0.89,0.84,0.97,2.31,135,6,0,0,4,0,0,0,0,0,137,9,0,2,6,0,0,0,1,0,124,10,0,0,9,0,0,0,2,10,127,10,0,0,7,0,0,0,1,10,126,3,0,1,2,0,0,0,0,0,129,5,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 033 TIMOTHY DWIGHT,40.861675,-73.901633,BRONX,No,0.91,276.3311,0.26,0.02,0.1,0.84,0.94,0.02,0.92,0.31,0.88,0.89,0.91,0.78,0.91,0.92,2.15,156,4,0,0,3,0,0,0,0,3,163,23,0,0,21,0,0,0,1,19,125,4,0,2,1,0,0,0,0,3,136,4,0,1,3,0,0,0,0,3,164,0,0,0,0,0,0,0,0,0,165,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,40.87984,-73.910788,BRONX,No,0.752,690.6416,0.15,0.02,0.23,0.72,0.95,0.02,0.92,0.33,0.93,0.92,0.85,0.86,0.88,0.92,2.37,89,2,0,0,2,0,0,0,0,0,91,10,0,0,10,0,0,0,1,6,72,4,0,0,2,0,0,0,0,2,74,7,0,0,4,0,0,0,0,4,74,7,0,0,6,0,0,0,0,6,74,7,0,0,6,0,0,0,0,6,55,6,0,0,5,0,0,0,0,4,54,24,0,0,18,0,0,0,5,17,64,4,0,0,4,0,0,0,0,2,63,2,0,0,2,0,0,0,0,1,58,1,0,0,1,0,0,0,0,1,59,3,0,0,3,0,0,0,0,2
